ID,Sex,Bachelor,Age,Graduated,Career,Work Experience,Family Expenses,Family  Size,Variable,Segmentation,Description
1462219749,Male,Yes,61,Yes,Singer,1,Low,1,Dog_6,Darsh,The specimen is reliable and experienced.
1462222415,Female,Yes,84,No,Lawyer,1,High,2,Dog_6,Bhavesh,The specimen is reliable and experienced.
1462223000,Female,Yes,39,Yes,Housewife,,Low,1,Dog_3,Akshat,The specimen is reliable and experienced.
1462224570,Male,Yes,30,Yes,Fashion Designer,12,Average,2,Dog_6,Bhavesh,The specimen is reliable and experienced.
1462221653,Male,Yes,68,Yes,Fashion Designer,1,Low,1,Dog_6,Akshat,The specimen is reliable and experienced.
1462219978,Male,Yes,47,Yes,Fashion Designer,0,Average,3,Dog_6,Chaitanya,The specimen is reliable and experienced.
1462219842,Male,No,28,Yes,Scientist,0,Low,1,Dog_6,Darsh,The specimen is responsible and hardworking.
1462226051,Male,Yes,29,No,Fashion Designer,6,Average,2,Dog_6,Bhavesh,The specimen is responsible and hardworking.
1462221947,Female,No,28,No,Doctor,0,Low,4,Dog_3,Bhavesh,The specimen is responsible and hardworking.
1462226094,Female,Yes,66,Yes,Fashion Designer,0,Average,3,Dog_6,Chaitanya,The specimen is reliable and experienced.
1462221504,Male,No,19,No,Doctor,1,Low,3,Dog_6,Darsh,The specimen is rather joyful than responsible.
1462225518,Male,Yes,31,Yes,Fashion Designer,0,Average,3,Dog_1,Darsh,The specimen is reliable and experienced.
1462223665,Female,No,18,No,Doctor,1,Low,4,Dog_6,Darsh,The specimen is rather joyful than responsible.
1462225563,Female,No,27,No,Doctor,0,Low,4,Dog_4,Chaitanya,The specimen is responsible and hardworking.
1462225761,Female,No,30,No,HR,,Low,1,Dog_3,Chaitanya,The specimen is reliable and experienced.
1462219208,Male,Yes,25,No,HR,1,Low,2,Dog_4,Darsh,The specimen is responsible and hardworking.
1462221583,Male,Yes,46,Yes,Fashion Designer,1,Average,4,Dog_6,Bhavesh,The specimen is reliable and experienced.
1462219669,Female,Yes,36,No,Singer,1,High,3,Dog_3,Akshat,The specimen is reliable and experienced.
1462223482,Female,Yes,77,No,Lawyer,1,Low,1,Dog_6,Akshat,The specimen is reliable and experienced.
1462223468,Male,Yes,86,Yes,Lawyer,0,Low,1,Dog_6,Akshat,The specimen is reliable and experienced.
1462220577,Female,Yes,72,Yes,Fashion Designer,1,Average,3,Dog_6,Bhavesh,The specimen is reliable and experienced.
1462225737,Female,No,32,Yes,Housewife,10,Low,1,Dog_6,Darsh,The specimen is reliable and experienced.
1462222466,Male,No,26,Yes,Fashion Designer,0,Low,4,Dog_4,Darsh,The specimen is responsible and hardworking.
1462222260,Male,Yes,60,Yes,Fashion Designer,,Low,1,Dog_3,Akshat,The specimen is reliable and experienced.
1462218753,Female,No,28,Yes,Scientist,0,Low,3,Dog_6,Darsh,The specimen is responsible and hardworking.
1462219951,Female,Yes,31,No,Content Creation,0,Low,2,Dog_2,Darsh,The specimen is reliable and experienced.
1462226037,Male,Yes,49,Yes,Fashion Designer,1,Low,4,Dog_3,Chaitanya,The specimen is reliable and experienced.
1462219917,Male,No,25,Yes,Fashion Designer,7,Low,1,Dog_2,Akshat,The specimen is responsible and hardworking.
1462222112,Male,Yes,72,Yes,Fashion Designer,0,Low,1,Dog_6,Bhavesh,The specimen is reliable and experienced.
1462222141,Male,Yes,42,No,Singer,1,Low,4,Dog_4,Akshat,The specimen is reliable and experienced.
1462218681,Male,Yes,35,No,Fashion Designer,4,Average,2,Dog_6,Bhavesh,The specimen is reliable and experienced.
1462222103,Male,No,41,No,Scientist,0,Low,3,Dog_4,Bhavesh,The specimen is reliable and experienced.
1462218704,Female,No,28,Yes,Fashion Designer,7,Low,3,Dog_6,Akshat,The specimen is responsible and hardworking.
1462220700,Female,,72,No,Lawyer,8,Average,2,Dog_6,Darsh,The specimen is reliable and experienced.
1462225609,Female,Yes,38,Yes,Scientist,3,Low,2,Dog_6,Akshat,The specimen is reliable and experienced.
1462219203,Male,No,41,No,Singer,0,Low,2,Dog_6,Darsh,The specimen is reliable and experienced.
1462224839,Female,No,20,No,Singer,0,Low,6,Dog_2,Bhavesh,The specimen is responsible and hardworking.
1462219105,Female,No,56,Yes,Fashion Designer,0,Low,2,Dog_6,Chaitanya,The specimen is reliable and experienced.
1462226260,Female,Yes,88,Yes,Lawyer,,High,2,Dog_6,Chaitanya,The specimen is reliable and experienced.
1462223755,Male,Yes,48,Yes,HR,0,Low,2,Dog_6,Akshat,The specimen is reliable and experienced.
1462225511,Female,Yes,81,Yes,Lawyer,1,High,2,Dog_6,Chaitanya,The specimen is reliable and experienced.
1462221245,Female,No,28,No,Content Creation,0,Low,5,Dog_4,Akshat,The specimen is responsible and hardworking.
1462224539,Female,Yes,47,Yes,Scientist,9,Average,4,Dog_2,Chaitanya,The specimen is reliable and experienced.
1462220525,Male,Yes,47,Yes,,1,High,3,Dog_6,Bhavesh,The specimen is reliable and experienced.
1462224159,Female,No,43,Yes,Fashion Designer,2,Low,1,,Akshat,The specimen is reliable and experienced.
1462220569,Male,Yes,52,Yes,HR,1,High,4,Dog_4,Bhavesh,The specimen is reliable and experienced.
1462222258,Female,Yes,87,No,Singer,,High,3,Dog_6,Akshat,The specimen is reliable and experienced.
1462222425,Female,Yes,39,Yes,Fashion Designer,0,Average,3,Dog_3,Chaitanya,The specimen is reliable and experienced.
1462226208,Female,No,25,Yes,Fashion Designer,13,Low,1,Dog_6,Akshat,The specimen is responsible and hardworking.
1462220451,Male,Yes,70,No,Scientist,1,High,2,Dog_6,Darsh,The specimen is reliable and experienced.
1462222578,Male,No,23,No,Doctor,8,Low,4,Dog_1,Darsh,The specimen is responsible and hardworking.
1462223216,Male,No,19,No,Doctor,1,Low,1,Dog_6,Darsh,The specimen is rather joyful than responsible.
1462219441,Female,Yes,39,No,Scientist,,Average,6,Dog_4,Darsh,The specimen is reliable and experienced.
1462224460,Male,No,19,No,Doctor,0,Low,,Dog_4,Darsh,The specimen is rather joyful than responsible.
1462219164,Male,Yes,76,No,HR,,Low,7,Dog_4,Darsh,The specimen is reliable and experienced.
1462219654,Male,Yes,39,Yes,HR,0,High,6,Dog_6,Chaitanya,The specimen is reliable and experienced.
1462223346,Male,Yes,43,Yes,Fashion Designer,9,Average,2,Dog_2,Chaitanya,The specimen is reliable and experienced.
1462221629,Female,Yes,48,Yes,Scientist,0,High,2,Dog_4,Bhavesh,The specimen is reliable and experienced.
1462222560,Female,Yes,40,Yes,Housewife,10,Average,2,Dog_4,Bhavesh,The specimen is reliable and experienced.
1462221563,Male,Yes,52,No,HR,9,Average,4,Dog_6,Akshat,The specimen is reliable and experienced.
1462223422,Male,Yes,53,Yes,Fashion Designer,0,High,7,Dog_4,Darsh,The specimen is reliable and experienced.
1462221968,Male,Yes,89,No,Lawyer,1,High,2,Dog_6,Bhavesh,The specimen is reliable and experienced.
1462218839,Male,No,19,No,Content Creation,0,Low,5,Dog_6,Akshat,The specimen is rather joyful than responsible.
1462219527,Male,Yes,32,No,Singer,5,Low,2,Dog_4,Akshat,The specimen is reliable and experienced.
1462221388,Female,No,22,No,Doctor,0,Low,5,Dog_4,Darsh,The specimen is responsible and hardworking.
1462220919,Male,No,23,No,Doctor,1,Low,4,Dog_6,Darsh,The specimen is responsible and hardworking.
1462220352,Female,No,36,Yes,Housewife,9,Low,1,Dog_2,Akshat,The specimen is reliable and experienced.
1462224644,Male,Yes,67,No,Lawyer,1,Average,2,Dog_6,Akshat,The specimen is reliable and experienced.
1462224358,Male,Yes,37,Yes,HR,6,High,3,Dog_6,Darsh,The specimen is reliable and experienced.
1462221920,Male,No,20,No,Doctor,2,Low,4,Dog_6,Darsh,The specimen is responsible and hardworking.
1462224274,Male,No,29,Yes,Doctor,,Low,6,Dog_2,Darsh,The specimen is responsible and hardworking.
1462223076,Female,Yes,60,No,Lawyer,1,Average,3,Dog_6,Bhavesh,The specimen is reliable and experienced.
1462222908,Male,No,38,Yes,Fashion Designer,0,Low,2,Dog_6,Bhavesh,The specimen is reliable and experienced.
1462220508,Female,No,33,Yes,Scientist,0,Low,5,Dog_6,Darsh,The specimen is reliable and experienced.
1462226091,Female,Yes,41,No,Scientist,0,Average,4,Dog_6,Akshat,The specimen is reliable and experienced.
1462221914,Female,Yes,46,No,Fashion Designer,1,High,2,Dog_6,Chaitanya,The specimen is reliable and experienced.
1462223375,Male,Yes,61,Yes,HR,0,High,2,Dog_6,Chaitanya,The specimen is reliable and experienced.
1462224553,Male,No,31,Yes,Doctor,0,Low,3,Dog_3,Darsh,The specimen is reliable and experienced.
1462224642,Female,No,18,No,Doctor,0,Low,4,Dog_4,Darsh,The specimen is rather joyful than responsible.
1462222718,Male,Yes,51,No,Singer,1,Average,5,Dog_4,Darsh,The specimen is reliable and experienced.
1462225255,Female,Yes,37,Yes,Fashion Designer,2,Average,2,Dog_6,Bhavesh,The specimen is reliable and experienced.
1462224581,Male,Yes,50,Yes,HR,0,High,4,Dog_6,Bhavesh,The specimen is reliable and experienced.
1462220308,Male,Yes,50,Yes,Fashion Designer,1,Average,4,Dog_6,Chaitanya,The specimen is reliable and experienced.
1462224398,Female,Yes,31,No,Housewife,12,Average,2,Dog_6,Bhavesh,The specimen is reliable and experienced.
1462226217,Female,No,27,No,Scientist,0,Low,3,Dog_6,Bhavesh,The specimen is responsible and hardworking.
1462222170,Female,No,31,Yes,Scientist,1,Low,4,Dog_4,Akshat,The specimen is reliable and experienced.
1462219554,Female,No,27,Yes,Doctor,1,Low,4,Dog_2,Chaitanya,The specimen is responsible and hardworking.
1462220622,Female,Yes,88,Yes,Lawyer,1,Average,2,Dog_6,Chaitanya,The specimen is reliable and experienced.
1462225544,Male,Yes,32,Yes,Fashion Designer,9,Average,2,Dog_6,Chaitanya,The specimen is reliable and experienced.
1462225377,Male,Yes,82,No,HR,1,High,2,Dog_6,Bhavesh,The specimen is reliable and experienced.
1462224257,Male,Yes,51,Yes,Fashion Designer,1,Low,2,Dog_6,Chaitanya,The specimen is reliable and experienced.
1462222033,Male,Yes,63,Yes,Singer,1,High,2,Dog_7,Bhavesh,The specimen is reliable and experienced.
1462223378,Female,Yes,46,Yes,Fashion Designer,0,Average,2,Dog_1,Chaitanya,The specimen is reliable and experienced.
1462220282,Male,No,39,Yes,Fashion Designer,0,Low,1,Dog_6,Akshat,The specimen is reliable and experienced.
1462219579,Female,Yes,50,Yes,Scientist,1,Low,3,Dog_6,Bhavesh,The specimen is reliable and experienced.
1462223821,Female,Yes,48,Yes,Singer,0,Low,1,Dog_3,Bhavesh,The specimen is reliable and experienced.
1462223119,Female,No,42,Yes,Singer,1,Low,1,Dog_6,Darsh,The specimen is reliable and experienced.
1462222368,Male,Yes,41,Yes,Fashion Designer,8,Low,2,Dog_6,Bhavesh,The specimen is reliable and experienced.
1462223618,Male,Yes,35,No,Scientist,5,Low,4,Dog_4,Akshat,The specimen is reliable and experienced.
1462219625,Male,Yes,60,Yes,Lawyer,9,Low,2,Dog_6,Bhavesh,The specimen is reliable and experienced.
1462226085,Male,Yes,29,Yes,Fashion Designer,0,Low,5,Dog_4,Akshat,The specimen is responsible and hardworking.
1462220018,Female,Yes,50,Yes,Scientist,0,Low,,Dog_6,Bhavesh,The specimen is reliable and experienced.
1462219391,Male,Yes,27,Yes,Housewife,9,Low,,Dog_6,Darsh,The specimen is responsible and hardworking.
1462225821,Male,Yes,39,No,Singer,0,Average,2,Dog_6,Chaitanya,The specimen is reliable and experienced.
1462223508,Female,No,21,No,Doctor,1,Low,4,Dog_4,Darsh,The specimen is responsible and hardworking.
1462225233,Female,Yes,73,,Lawyer,,High,2,Dog_1,Akshat,The specimen is reliable and experienced.
1462221597,Female,No,33,No,Singer,1,Low,1,Dog_3,Akshat,The specimen is reliable and experienced.
1462219780,Female,Yes,66,Yes,Lawyer,1,High,2,Dog_6,Akshat,The specimen is reliable and experienced.
1462220291,Female,Yes,38,Yes,Housewife,8,Average,3,Dog_6,Bhavesh,The specimen is reliable and experienced.
1462219375,Female,Yes,45,Yes,Fashion Designer,1,Average,4,Dog_6,Bhavesh,The specimen is reliable and experienced.
1462226437,Male,No,19,No,Doctor,3,,5,Dog_6,Darsh,The specimen is rather joyful than responsible.
1462225991,Male,Yes,61,No,Scientist,5,Average,3,Dog_6,Bhavesh,The specimen is reliable and experienced.
1462219878,Male,No,23,No,Doctor,1,Low,4,Dog_4,Darsh,The specimen is responsible and hardworking.
1462221181,Male,No,43,Yes,Scientist,1,Low,,Dog_6,Akshat,The specimen is reliable and experienced.
1462220545,Female,No,51,Yes,Fashion Designer,0,Low,1,Dog_6,Chaitanya,The specimen is reliable and experienced.
1462218923,Male,Yes,50,Yes,Fashion Designer,1,Average,4,Dog_2,Chaitanya,The specimen is reliable and experienced.
1462225378,Male,Yes,26,No,Singer,8,Low,2,Dog_4,Darsh,The specimen is responsible and hardworking.
1462222629,Female,No,25,No,Scientist,5,Low,3,Dog_4,Bhavesh,The specimen is responsible and hardworking.
1462220533,Male,No,33,Yes,Fashion Designer,8,Low,,Dog_5,Akshat,The specimen is reliable and experienced.
1462220133,Female,Yes,51,Yes,Content Creation,9,Low,1,Dog_6,Akshat,The specimen is reliable and experienced.
1462226059,Male,No,31,No,Content Creation,,Low,1,Dog_6,Bhavesh,The specimen is reliable and experienced.
1462223207,Female,Yes,28,Yes,Doctor,10,High,2,Dog_6,Darsh,The specimen is responsible and hardworking.
1462224401,Female,No,27,No,Scientist,1,Low,4,Dog_5,Akshat,The specimen is responsible and hardworking.
1462222397,Male,No,25,Yes,Content Creation,8,Low,3,Dog_6,Akshat,The specimen is responsible and hardworking.
1462223486,Female,No,32,No,Doctor,2,Low,5,Dog_1,Chaitanya,The specimen is reliable and experienced.
1462222439,Female,Yes,49,Yes,Fashion Designer,2,Average,2,Dog_6,Chaitanya,The specimen is reliable and experienced.
1462221199,Male,No,59,Yes,Singer,,Low,3,Dog_6,Bhavesh,The specimen is reliable and experienced.
1462218958,Male,Yes,47,No,Fashion Designer,0,High,4,Dog_6,Bhavesh,The specimen is reliable and experienced.
1462225261,Female,Yes,38,Yes,Fashion Designer,8,Low,1,Dog_6,Darsh,The specimen is reliable and experienced.
1462224343,Female,No,38,Yes,Fashion Designer,7,Low,7,Dog_2,Chaitanya,The specimen is reliable and experienced.
1462225922,Female,Yes,29,No,Content Creation,,Low,,,Darsh,The specimen is responsible and hardworking.
1462225310,Male,Yes,53,Yes,Singer,8,Average,4,Dog_6,Chaitanya,The specimen is reliable and experienced.
1462221308,Male,Yes,86,No,Lawyer,2,Average,2,Dog_6,Akshat,The specimen is reliable and experienced.
1462221317,Male,Yes,40,Yes,Scientist,12,Average,3,Dog_6,Akshat,The specimen is reliable and experienced.
1462224583,Female,No,36,No,Scientist,14,Low,4,Dog_6,Darsh,The specimen is reliable and experienced.
1462222254,Female,Yes,40,Yes,Fashion Designer,0,Average,2,Dog_6,Akshat,The specimen is reliable and experienced.
1462218969,Male,Yes,46,No,Fashion Designer,0,Low,3,Dog_4,Akshat,The specimen is reliable and experienced.
1462222788,Male,Yes,42,No,Singer,0,Average,4,Dog_4,Bhavesh,The specimen is reliable and experienced.
1462222247,Male,No,19,No,HR,13,Low,3,Dog_7,Darsh,The specimen is rather joyful than responsible.
1462226194,Female,Yes,62,Yes,Fashion Designer,0,Low,2,Dog_6,Chaitanya,The specimen is reliable and experienced.
1462226238,Male,,20,No,Doctor,1,Low,3,Dog_2,Darsh,The specimen is responsible and hardworking.
1462219205,Male,Yes,25,Yes,Singer,8,Average,2,Dog_6,Akshat,The specimen is responsible and hardworking.
1462219191,Female,Yes,53,No,Housewife,2,High,3,Dog_6,Bhavesh,The specimen is reliable and experienced.
1462221545,Female,No,73,Yes,Lawyer,0,Low,1,Dog_6,Bhavesh,The specimen is reliable and experienced.
1462218740,Male,No,38,Yes,Fashion Designer,8,Low,3,Dog_2,Akshat,The specimen is reliable and experienced.
1462219071,Male,No,23,No,Doctor,6,Low,5,Dog_4,Darsh,The specimen is responsible and hardworking.
1462220417,Male,No,43,Yes,Scientist,1,Low,4,Dog_6,Akshat,The specimen is reliable and experienced.
1462219982,Male,Yes,52,No,Scientist,1,Average,4,Dog_6,Bhavesh,The specimen is reliable and experienced.
1462219796,Male,No,20,No,Doctor,4,Low,4,Dog_4,Darsh,The specimen is responsible and hardworking.
1462224213,Female,No,36,Yes,Fashion Designer,9,Low,2,Dog_6,Chaitanya,The specimen is reliable and experienced.
1462221218,Male,Yes,35,Yes,HR,,Average,3,Dog_6,Akshat,The specimen is reliable and experienced.
1462221697,Female,No,18,No,Doctor,5,Low,4,Dog_6,Darsh,The specimen is rather joyful than responsible.
1462219971,Male,No,26,No,Fashion Designer,0,Low,2,Dog_6,Darsh,The specimen is responsible and hardworking.
1462219777,Female,Yes,40,Yes,Fashion Designer,9,Average,2,Dog_6,Bhavesh,The specimen is reliable and experienced.
1462219649,Female,No,56,Yes,Fashion Designer,0,Low,1,Dog_6,Akshat,The specimen is reliable and experienced.
1462221505,Female,Yes,40,Yes,Fashion Designer,9,Low,2,Dog_6,Chaitanya,The specimen is reliable and experienced.
1462225840,Female,No,35,Yes,Singer,7,Low,2,Dog_6,Akshat,The specimen is reliable and experienced.
1462224890,Female,No,26,Yes,Doctor,0,Low,3,Dog_6,Darsh,The specimen is responsible and hardworking.
1462225716,Male,Yes,29,No,Doctor,,High,2,Dog_3,Darsh,The specimen is responsible and hardworking.
1462221334,Female,Yes,47,Yes,Scientist,8,Average,2,Dog_6,Chaitanya,The specimen is reliable and experienced.
1462226386,Male,No,27,Yes,Doctor,1,Low,5,Dog_6,Darsh,The specimen is responsible and hardworking.
1462222109,Female,No,22,No,Scientist,1,Low,4,Dog_6,Darsh,The specimen is responsible and hardworking.
1462221326,Male,Yes,35,Yes,HR,1,Average,2,Dog_6,Akshat,The specimen is reliable and experienced.
1462219108,Male,No,18,No,Doctor,0,Low,6,Dog_6,Darsh,The specimen is rather joyful than responsible.
1462219515,Male,Yes,45,No,Scientist,9,High,4,Dog_6,Darsh,The specimen is reliable and experienced.
1462222092,Female,Yes,35,Yes,Fashion Designer,0,Average,5,Dog_4,Chaitanya,The specimen is reliable and experienced.
1462220623,Male,Yes,43,Yes,Singer,0,Average,2,Dog_5,Akshat,The specimen is reliable and experienced.
1462224478,Female,No,28,No,Doctor,0,Low,6,Dog_5,Akshat,The specimen is responsible and hardworking.
1462226477,Male,No,29,,Singer,8,,9,Dog_6,Akshat,The specimen is responsible and hardworking.
1462225565,Male,Yes,43,No,Singer,,Average,3,Dog_4,Darsh,The specimen is reliable and experienced.
1462225951,Female,Yes,62,No,Fashion Designer,1,Average,3,Dog_6,Bhavesh,The specimen is reliable and experienced.
1462218685,Female,Yes,39,Yes,Doctor,4,Low,2,Dog_6,Akshat,The specimen is reliable and experienced.
1462222911,Male,Yes,38,Yes,Fashion Designer,8,Average,2,Dog_4,Bhavesh,The specimen is reliable and experienced.
1462222886,Female,No,40,Yes,Doctor,6,Low,2,Dog_6,Darsh,The specimen is reliable and experienced.
1462220147,Male,No,35,Yes,Fashion Designer,9,Low,1,Dog_6,Akshat,The specimen is reliable and experienced.
1462220169,Male,Yes,38,No,HR,0,High,3,Dog_6,Chaitanya,The specimen is reliable and experienced.
1462225003,Male,Yes,47,No,Singer,9,Average,6,Dog_6,Chaitanya,The specimen is reliable and experienced.
1462219716,Male,Yes,35,Yes,Fashion Designer,1,Average,2,Dog_6,Akshat,The specimen is reliable and experienced.
1462220560,Male,No,31,Yes,Singer,1,Low,3,Dog_6,Darsh,The specimen is reliable and experienced.
